,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,mountain home,43.13,-115.69,68.0,22.0,20.0,4.7,US,1600190660.0
362,arcachon,44.59,-1.05,86.0,51.0,27.0,6.93,FR,1600190660.0
364,aden,12.78,45.04,89.69,64.0,2.0,3.11,YE,1600190660.0
365,bentiu,9.23,29.83,77.52,71.0,7.0,2.77,SD,1600190660.0
366,buala,-8.14,159.59,80.71,76.0,100.0,11.79,SB,1600190661.0
367,mingyue,43.11,128.92,53.47,90.0,100.0,3.44,CN,1600190661.0
368,buraydah,26.33,43.98,95.0,16.0,0.0,6.93,SA,1600190661.0
369,uray,60.12,64.78,49.89,89.0,100.0,6.51,RU,1600190514.0
370,altos,-5.04,-42.46,96.8,30.0,87.0,9.17,BR,1600190514.0
371,dillon,34.42,-79.37,78.01,61.0,1.0,9.17,US,1600190661.0
372,maple creek,49.92,-109.48,58.3,40.0,44.0,3.65,CA,1600190662.0
373,tromso,69.65,18.96,48.2,76.0,75.0,5.82,NO,1600190662.0
374,manyoni,-5.75,34.84,76.8,36.0,19.0,7.61,TZ,1600190662.0
375,broken hill,-31.95,141.43,57.2,41.0,0.0,10.29,AU,1600190493.0
376,la rioja,42.25,-2.5,86.0,30.0,20.0,6.93,AR,1600190663.0
377,manokwari,-0.87,134.08,81.41,70.0,100.0,5.35,ID,1600190663.0
378,lakes entrance,-37.88,147.98,37.99,95.0,20.0,3.74,AU,1600190663.0
379,boa vista,2.82,-60.67,91.4,52.0,75.0,6.93,BR,1600190516.0
380,havre-saint-pierre,50.23,-63.6,53.6,58.0,1.0,23.04,CA,1600190516.0
381,shagonar,51.53,92.8,50.16,61.0,20.0,1.01,RU,1600190516.0
382,burnie,-41.07,145.92,46.99,91.0,100.0,5.99,AU,1600190664.0
383,cairns,-16.92,145.77,69.8,88.0,75.0,8.05,AU,1600190540.0
384,ingham,42.6,-84.38,69.01,63.0,1.0,5.82,AU,1600190488.0
385,xian,34.26,108.93,73.0,93.0,10.0,2.24,CN,1600190664.0
386,morondava,-20.28,44.28,75.58,85.0,0.0,10.8,MG,1600190664.0
387,lieksa,63.32,30.02,49.68,73.0,1.0,7.4,FI,1600190664.0
388,acurenam,1.03,10.65,70.57,95.0,95.0,5.41,GQ,1600190665.0
389,port arthur,38.8,121.27,69.8,88.0,75.0,8.95,US,1600190665.0
390,kazachinskoye,57.7,93.28,49.55,89.0,61.0,5.37,RU,1600190665.0
393,domoni,-12.26,44.53,75.11,77.0,18.0,3.76,KM,1600190519.0
394,urumqi,43.8,87.6,60.8,67.0,75.0,8.95,CN,1600190666.0
395,klaksvik,62.23,-6.59,49.59,82.0,49.0,3.18,FO,1600190666.0
396,ponta pora,-22.54,-55.73,80.6,51.0,55.0,9.17,BR,1600190666.0
397,kavaratti,10.57,72.64,81.88,81.0,32.0,17.6,IN,1600190667.0
399,krasnyy oktyabr,56.12,38.88,48.4,78.0,18.0,7.14,RU,1600190667.0
400,luganville,-15.53,167.17,76.01,81.0,100.0,14.94,VU,1600190667.0
401,hasaki,35.73,140.83,70.0,94.0,75.0,8.05,JP,1600190668.0
402,ulladulla,-35.35,150.47,50.0,100.0,0.0,4.41,AU,1600190481.0
403,castrovillari,39.82,16.21,75.0,62.0,100.0,1.01,IT,1600190668.0
404,nong kung si,16.65,103.3,77.0,100.0,20.0,3.36,TH,1600190668.0
405,krasnoselkup,65.7,82.47,50.97,79.0,14.0,11.32,RU,1600190472.0
406,vao,-22.67,167.48,68.94,71.0,22.0,19.1,NC,1600190668.0
407,beihai,21.48,109.1,83.61,80.0,11.0,8.23,CN,1600190669.0
409,korla,41.76,86.15,71.01,67.0,80.0,3.0,CN,1600190669.0
410,poya,-21.35,165.15,64.67,80.0,65.0,4.61,NC,1600190669.0
411,sinjar,36.32,41.88,87.51,15.0,0.0,9.86,IQ,1600190669.0
412,quebrangulo,-9.32,-36.47,82.11,49.0,29.0,14.58,BR,1600190670.0
413,lagos,6.58,3.75,73.4,94.0,75.0,4.7,NG,1600190642.0
414,kayankulam,9.18,76.5,77.76,90.0,99.0,7.49,IN,1600190670.0
415,zhovti vody,48.35,33.5,69.8,52.0,0.0,6.71,UA,1600190670.0
416,ipixuna,-1.76,-48.8,91.4,52.0,75.0,9.17,BR,1600190671.0
417,vallenar,-28.57,-70.76,72.5,33.0,27.0,6.98,CL,1600190533.0
418,odweyne,9.41,45.06,79.07,52.0,29.0,16.13,SO,1600190671.0
419,fortuna,40.6,-124.16,66.99,77.0,1.0,8.05,US,1600190671.0
420,general roca,-39.03,-67.58,68.0,32.0,100.0,11.41,AR,1600190671.0
421,port hedland,-20.32,118.57,71.6,73.0,9.0,6.93,AU,1600190671.0
422,izumo,35.37,132.77,69.8,88.0,75.0,2.24,JP,1600190672.0
423,murud,18.33,72.97,79.32,85.0,99.0,2.48,IN,1600190672.0
424,gao,16.64,1.64,105.37,10.0,9.0,14.47,ML,1600190672.0
425,port blair,11.67,92.75,82.42,76.0,98.0,11.21,IN,1600190479.0
426,fare,-16.7,-151.02,78.15,76.0,1.0,17.76,PF,1600190672.0
427,emerald,-23.53,148.17,62.6,77.0,0.0,5.82,AU,1600190525.0
428,alihe,50.57,123.72,46.71,76.0,98.0,3.2,CN,1600190673.0
429,nanakuli,21.39,-158.15,75.0,78.0,1.0,3.36,US,1600190673.0
430,shimoda,34.67,138.95,68.0,95.0,57.0,4.7,JP,1600190526.0
431,kiama,-34.68,150.87,61.0,83.0,2.0,7.0,AU,1600190673.0
432,kautokeino,69.01,23.04,40.91,82.0,100.0,4.72,NO,1600190526.0
433,nara,34.69,135.8,75.0,52.0,91.0,2.04,ML,1600190674.0
434,santa maria,-29.68,-53.81,57.2,62.0,100.0,12.75,CV,1600190663.0
435,tura,25.52,90.22,74.19,96.0,98.0,3.78,RU,1600190527.0
436,bermeo,43.42,-2.72,75.2,83.0,20.0,9.17,ES,1600190674.0
437,biak,-0.91,122.88,74.3,79.0,86.0,6.08,ID,1600190674.0
438,nantucket,41.28,-70.1,64.4,52.0,20.0,16.11,US,1600190466.0
440,hovd,48.01,91.64,49.37,47.0,22.0,1.05,MN,1600190528.0
441,fairbanks,64.84,-147.72,51.01,81.0,90.0,5.82,US,1600190667.0
442,richards bay,-28.78,32.04,65.21,72.0,79.0,6.64,ZA,1600190528.0
443,pisco,-13.7,-76.22,66.99,77.0,20.0,8.05,PE,1600190473.0
444,mandalgovi,45.76,106.27,38.64,75.0,0.0,12.12,MN,1600190675.0
445,rincon,32.3,-81.24,82.99,69.0,90.0,12.75,AN,1600190529.0
446,poyarkovo,49.6,128.68,54.66,89.0,78.0,1.63,RU,1600190529.0
447,yekaterinoslavka,50.37,129.11,53.76,91.0,60.0,3.38,RU,1600190676.0
448,thomasville,35.88,-80.08,75.0,63.0,1.0,1.01,US,1600190676.0
449,severo-yeniseyskiy,60.37,93.04,44.44,95.0,85.0,3.24,RU,1600190676.0
450,verkhoyansk,67.54,133.38,38.77,85.0,14.0,2.77,RU,1600190530.0
451,prince rupert,54.32,-130.32,55.4,93.0,1.0,3.2,CA,1600190677.0
452,mnogovershinnyy,53.94,139.92,51.66,98.0,98.0,1.83,RU,1600190677.0
454,tastur,36.55,9.44,87.8,40.0,40.0,4.7,TN,1600190677.0
455,pangnirtung,66.15,-65.71,41.0,65.0,40.0,10.29,CA,1600190678.0
456,arica,-18.48,-70.3,66.2,68.0,75.0,12.75,CL,1600190529.0
457,tiksi,71.69,128.87,37.65,91.0,1.0,1.66,RU,1600190678.0
458,evensk,61.95,159.23,41.22,76.0,97.0,3.22,RU,1600190678.0
460,sobolevo,54.43,31.9,59.77,89.0,78.0,6.38,RU,1600190532.0
461,umea,63.83,20.26,53.01,81.0,84.0,6.93,SE,1600190679.0
462,toguchin,55.24,84.39,52.68,81.0,86.0,5.44,RU,1600190679.0
464,mantua,45.17,10.78,82.4,42.0,31.0,3.36,CU,1600190679.0
465,auriflama,-20.69,-50.55,97.72,16.0,0.0,9.62,BR,1600190679.0
466,konotop,51.24,33.2,60.85,86.0,52.0,7.4,UA,1600190680.0
467,sabha,27.04,14.43,90.99,19.0,0.0,11.65,LY,1600190680.0
468,porto walter,-8.27,-72.74,85.28,72.0,62.0,5.7,BR,1600190680.0
469,marawi,8.0,124.29,75.99,92.0,100.0,3.0,SD,1600190680.0
470,krasnoarmeysk,51.02,45.7,57.99,44.0,40.0,5.99,KZ,1600190681.0
471,acapulco,16.86,-99.89,82.4,83.0,75.0,5.82,MX,1600190534.0
472,labuhan,-6.88,112.21,77.27,74.0,58.0,8.75,ID,1600190681.0
473,padang,-0.95,100.35,78.33,78.0,72.0,3.11,ID,1600190534.0
474,palmer,42.16,-72.33,66.0,38.0,40.0,3.36,US,1600190385.0
475,sioux lookout,50.1,-91.92,53.6,76.0,75.0,6.93,CA,1600190681.0
476,price,39.6,-110.81,71.6,17.0,1.0,3.36,US,1600190682.0
477,hofn,64.25,-15.21,51.4,59.0,0.0,7.25,IS,1600190682.0
478,los llanos de aridane,28.66,-17.92,77.0,78.0,75.0,10.29,ES,1600190535.0
480,arlit,18.74,7.39,106.12,8.0,22.0,21.74,NE,1600190682.0
481,xiongzhou,25.12,114.3,76.75,86.0,95.0,2.1,CN,1600190683.0
482,port lincoln,-34.73,135.87,55.44,80.0,100.0,10.38,AU,1600190683.0
483,blagoyevo,63.37,47.92,45.14,93.0,92.0,6.22,RU,1600190683.0
484,calabozo,8.92,-67.43,87.22,70.0,9.0,4.09,VE,1600190683.0
485,sitka,57.05,-135.33,48.2,81.0,1.0,1.57,US,1600190388.0
486,sao miguel do araguaia,-13.28,-50.16,101.12,16.0,0.0,8.1,BR,1600190537.0
487,asau,46.43,26.4,62.01,84.0,75.0,4.05,TV,1600190684.0
489,bethanien,-26.5,17.16,61.7,28.0,0.0,12.19,NA,1600190684.0
490,puerto baquerizo moreno,-0.9,-89.6,66.76,87.0,83.0,13.11,EC,1600190557.0
491,accra,5.56,-0.2,78.8,83.0,20.0,18.34,GH,1600190684.0
492,byron bay,-28.65,153.62,55.99,93.0,40.0,2.77,AU,1600190538.0
493,atasu,48.68,71.64,60.69,46.0,85.0,9.08,KZ,1600190685.0
494,port keats,-14.25,129.55,79.14,75.0,69.0,5.73,AU,1600190685.0
495,maumere,-8.62,122.21,76.1,71.0,30.0,2.19,ID,1600190539.0
496,touros,-5.2,-35.46,86.0,58.0,40.0,16.11,BR,1600190685.0
497,kendal,54.33,-2.75,70.0,72.0,94.0,1.01,GB,1600190685.0
498,bondo,3.81,23.69,72.57,94.0,90.0,0.89,CD,1600190686.0
499,sedhiou,12.71,-15.56,89.87,67.0,16.0,5.44,SN,1600190686.0
500,freetown,8.48,-13.23,80.6,78.0,75.0,11.41,AG,1600190686.0
501,ritchie,-29.04,24.6,60.8,17.0,0.0,8.05,ZA,1600190686.0
502,maues,-3.38,-57.72,101.95,25.0,42.0,4.85,BR,1600190686.0
503,caraquet,47.79,-64.94,62.01,44.0,1.0,9.17,CA,1600190541.0
504,jaru,-10.44,-62.47,107.69,10.0,0.0,5.17,BR,1600190549.0
506,dragomiresti,44.92,25.33,78.01,52.0,0.0,6.67,RO,1600190687.0
507,sur,22.57,59.53,82.78,64.0,75.0,4.61,OM,1600190687.0
508,masallatah,32.62,14.0,75.0,78.0,86.0,21.52,LY,1600190542.0
511,la romana,18.43,-68.97,87.98,65.0,40.0,6.93,DO,1600190415.0
512,aksu,41.12,80.26,68.47,33.0,8.0,7.45,CN,1600190688.0
513,vila,42.03,-8.16,73.0,66.0,95.0,10.0,VU,1600190517.0
514,taksimo,56.34,114.88,49.48,81.0,100.0,2.33,RU,1600190688.0
515,den helder,52.96,4.76,81.0,88.0,39.0,6.93,NL,1600190456.0
516,vila franca do campo,37.72,-25.43,69.8,43.0,20.0,10.29,PT,1600190396.0
517,vestmannaeyjar,63.44,-20.27,48.2,70.0,1.0,12.75,IS,1600190689.0
518,sangar,63.92,127.47,38.91,89.0,0.0,1.5,RU,1600190689.0
519,kahului,20.89,-156.47,75.99,64.0,40.0,6.93,US,1600190689.0
520,suraabad,40.82,49.47,73.4,56.0,60.0,2.15,AZ,1600190689.0
521,soller,39.77,2.72,82.99,74.0,34.0,6.93,ES,1600190690.0
522,nioki,-2.72,17.68,83.53,61.0,100.0,1.59,CD,1600190544.0
523,kushmurun,52.45,64.63,51.67,68.0,95.0,21.59,KZ,1600190690.0
524,vostok,46.49,135.88,50.49,87.0,64.0,1.32,RU,1600190690.0
525,haapiti,-17.57,-149.87,77.0,78.0,20.0,14.54,PF,1600190690.0
526,abu dhabi,24.47,54.37,91.4,63.0,40.0,8.05,AE,1600190545.0
527,mecca,21.43,39.83,90.46,52.0,60.0,3.74,SA,1600190691.0
528,ocos,14.51,-92.19,87.8,66.0,75.0,4.7,GT,1600190691.0
530,baracoa,20.35,-74.5,87.01,62.0,17.0,6.67,CU,1600190691.0
531,muisne,0.6,-80.03,82.4,78.0,90.0,8.05,EC,1600190692.0
532,yerbogachen,61.28,108.01,43.34,84.0,3.0,1.05,RU,1600190692.0
533,haines junction,60.75,-137.51,43.56,60.0,64.0,1.3,CA,1600190692.0
534,verkhnevilyuysk,63.45,120.32,43.16,95.0,20.0,3.15,RU,1600190547.0
535,elliot lake,46.38,-82.63,64.4,68.0,1.0,20.8,CA,1600190436.0
537,sebastian,35.17,-94.27,80.6,57.0,1.0,8.05,US,1600190693.0
538,sibolga,1.74,98.78,76.48,80.0,91.0,3.71,ID,1600190693.0
539,yeppoon,-23.13,150.73,64.4,77.0,75.0,8.05,AU,1600190462.0
540,bodden town,19.28,-81.25,91.4,75.0,20.0,5.82,KY,1600190548.0
541,chapais,49.78,-74.85,48.2,70.0,90.0,11.41,CA,1600190548.0
542,bonavista,48.65,-53.11,55.8,56.0,1.0,15.52,CA,1600190694.0
543,dengzhou,37.81,120.75,70.23,86.0,98.0,16.08,CN,1600190549.0
544,hailey,43.52,-114.32,63.0,30.0,5.0,13.87,US,1600190549.0
545,camacha,33.08,-16.33,75.2,64.0,20.0,6.93,PT,1600190497.0
546,lerwick,60.15,-1.15,53.6,100.0,90.0,16.11,GB,1600190509.0
547,harrison,30.41,-89.04,79.0,78.0,90.0,21.92,US,1600190474.0
548,north port,27.04,-82.24,86.0,79.0,1.0,8.05,US,1600190488.0
549,noumea,-22.28,166.46,64.4,68.0,17.0,2.24,NC,1600190695.0
550,alofi,-19.06,-169.92,71.6,94.0,96.0,11.41,NU,1600190695.0
551,ust-barguzin,53.45,108.98,43.95,84.0,0.0,2.66,RU,1600190695.0
552,silopi,37.25,42.47,82.4,15.0,0.0,4.59,TR,1600190695.0
555,glendive,47.11,-104.71,60.8,51.0,20.0,5.21,US,1600190431.0
556,launceston,-41.45,147.17,48.0,87.0,99.0,14.99,AU,1600190551.0
557,fiche,9.8,38.73,50.88,97.0,42.0,4.9,ET,1600190696.0
558,moose factory,51.26,-80.61,55.4,62.0,40.0,6.93,CA,1600190696.0
559,quatre cocos,-20.21,57.76,66.2,77.0,75.0,19.46,MU,1600190696.0
560,cabedelo,-6.98,-34.83,82.4,65.0,40.0,16.11,BR,1600190597.0
561,ust-tsilma,65.44,52.15,48.22,93.0,91.0,6.82,RU,1600190697.0
562,college,64.86,-147.8,51.01,70.0,90.0,3.36,US,1600190697.0
563,coihueco,-36.62,-71.83,60.8,67.0,75.0,8.05,CL,1600190697.0
564,palana,59.12,159.97,42.51,95.0,82.0,5.44,RU,1600190552.0
565,rocha,-34.48,-54.33,60.28,52.0,0.0,8.46,UY,1600190698.0
566,naron,43.52,-8.15,73.99,70.0,75.0,4.0,ES,1600190698.0
567,berlevag,70.86,29.09,44.6,86.0,43.0,3.36,NO,1600190698.0
568,dunedin,-45.87,170.5,45.0,62.0,41.0,4.0,NZ,1600190698.0
569,hualmay,-11.1,-77.61,67.06,66.0,43.0,10.51,PE,1600190554.0
570,mahajanga,-15.72,46.32,77.0,73.0,20.0,8.05,MG,1600190554.0
571,sibu,2.3,111.82,73.4,100.0,40.0,5.82,MY,1600190699.0
572,fort nelson,58.81,-122.7,37.4,93.0,75.0,2.24,CA,1600190494.0
573,farafangana,-22.82,47.83,69.82,83.0,46.0,11.07,MG,1600190699.0
574,kodama,36.18,139.13,70.0,98.0,83.0,3.83,JP,1600190699.0
575,cardston,49.2,-113.3,53.01,76.0,75.0,4.7,CA,1600190555.0
576,hauterive,46.09,3.45,89.6,28.0,22.0,4.7,CA,1600190700.0
577,hay river,60.82,-115.8,39.2,55.0,75.0,9.17,CA,1600190548.0
578,adrar,20.5,-10.07,107.64,10.0,22.0,6.89,DZ,1600190410.0
579,bathsheba,13.22,-59.52,89.6,66.0,40.0,19.46,BB,1600190555.0
580,soanierana ivongo,-16.92,49.58,68.45,82.0,61.0,5.3,MG,1600190700.0
581,okhotsk,59.38,143.3,49.84,57.0,43.0,12.17,RU,1600190700.0
582,penalva,-3.29,-45.17,97.66,27.0,77.0,4.88,BR,1600190701.0
583,bud,39.45,-86.18,71.01,52.0,1.0,4.7,NO,1600190556.0
584,kununurra,-15.77,128.73,73.4,73.0,58.0,9.51,AU,1600190701.0
585,dabat,12.98,37.77,53.11,98.0,72.0,4.21,ET,1600190701.0
586,nambucca heads,-30.65,153.0,57.2,93.0,40.0,4.68,AU,1600190701.0
587,valdivia,-39.81,-73.25,53.6,76.0,75.0,5.82,CL,1600190702.0
588,mancheral,18.87,79.43,80.19,86.0,100.0,3.22,IN,1600190702.0
589,axim,4.87,-2.24,77.25,84.0,67.0,13.13,GH,1600190702.0
590,safranbolu,41.25,32.69,67.3,62.0,0.0,2.8,TR,1600190558.0
591,amapa,1.0,-52.0,92.82,40.0,37.0,4.18,BR,1600190703.0
592,san martin,-33.08,-68.47,73.4,16.0,0.0,5.82,AR,1600190558.0
593,talara,-4.58,-81.27,77.0,61.0,46.0,14.99,PE,1600190703.0
594,sisimiut,66.94,-53.67,40.73,68.0,99.0,5.14,GL,1600190703.0
595,alfeld,51.98,9.82,80.01,67.0,58.0,1.05,DE,1600190704.0
596,beaumont,30.09,-94.1,91.4,59.0,1.0,9.17,CA,1600190649.0
597,tautira,-17.73,-149.15,77.0,78.0,20.0,13.2,PF,1600190704.0
598,tecoanapa,16.52,-98.75,79.16,83.0,99.0,8.1,MX,1600190493.0
599,salacgriva,57.75,24.36,57.99,95.0,62.0,3.24,LV,1600190704.0
